ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Scraped Tweet ID
08-150,15/05/23 19:58:55,https://twitter.com/galangir/status/1365276839950737410,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@galangir,Ibarra Galang,"Against Graft & Corruption. Recognizes Civil Rights and upholds Due Process. Abhors Liars, Robbers, Cheaters, Schemers and their ilks.",Identified,06/11,163,716,,"@HillaryClinton @mariaressa @HillaryClinton Madam Clinton, FYI Maria Ressa of Rappler is the Number 1 purveyor of FAKE NEWS in the Philippines and abroad. Please don’t be swayed by her sweet talks. Better yet if you do the fact checking yourself...",,"Text, Reply",26/02/21 12:25,,Rational,3,1,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1074
08-151,16/05/23 00:26:27,https://twitter.com/digsan13/status/1338744265623691265,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@digsan13,Digsan,The measure of intelligence is the ability to change. May the Force be with you!,Anonymous,09/11,585,780,,When Rappler start promulgated FAKE NEWS everybody's follow.😂 https://t.co/FmVJsZrN8J,,"Text, Image",15/12/20 07:14,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1081
08-152,18/04/23 23:50:16,https://twitter.com/itsmaiachixx01/status/1336258169551507458,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@itsmaiachixx01,𝔪𝔞𝔦𝔞_𝔰𝔢𝔯𝔢𝔫𝔢05🇵🇭🧡,,Anonymous,05/11,98,176,Republic of the Philippines,"@Mangagamot_17 @ceebee_em @QuoQay @TrillanesSonny Kung sa Rappler lang din di bale na 😂, kilalang Fake News spreader mga yan 🙄🤣",,"Text, Reply",08/12/20 10:35,,Rational,0,1,0,0,,,"OP assumes that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",No bio,1083
08-153,16/05/23 00:26:27,https://twitter.com/RicDelRosario2/status/1329209465430630400,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@RicDelRosario2,Ric Del Rosario,cute,Anonymous,11/20,5,1,,@rapplerdotcom fake news ka nanaman rappler,,"Text, Reply",18/11/20 23:46,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1096
08-154,16/05/23 00:26:27,https://twitter.com/linzi_1223/status/1325075519927279616,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@linzi_1223,Lindsey Lou,,Anonymous,10/10,58,8,"Davao Region, Republic of the Philippines",@News5PH totoo namang fake news yan ang rappler. kaya naunfollow ko na yan.,,"Text, Reply",07/11/20 13:59,,"Rational, Emotional",0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1111
08-155,16/05/23 00:23:13,https://twitter.com/DuenosL/status/1321839839302488064,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@DuenosL,Aling_Ono,,Anonymous,01/14,74,135,,"RAPPLER talagang FAKE NEWS KAYO ,,,,MAGBASA KAYO",,"Text, Reply (Quote Tweet)",29/10/20 15:42,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1118
08-156,16/05/23 00:09:13,https://twitter.com/31ackSt4rr/status/1320757349942870016,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@31ackSt4rr,Blanka,,Anonymous,12/11,17,0,,"@mariaressa @FBoversight while Rappler, which is managed by Maria Ressa, is on a whole new level of spreading fake news, bias reporting, and misrepresenting freedom of speech. --&gt; This is my freedom of expression of truth!",,"Text, Reply",26/10/20 16:01,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1120
08-157,16/05/23 00:26:27,https://twitter.com/DuranorMark/status/1317984891112361984,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@DuranorMark,Mark Duranor,Work hard for better future,Anonymous,08/20,0,1,,@rapplerdotcom @JCGotinga Rappler fake news + abias cbn +Gma serbisyong hindi totoo againts the government the anti government mainstream media DEH NIYO KAYA SAPAGKAT GISINIG NG TAONG BAYAN ANG GOBYERNO NGAYON MY malasakit at,,"Text, Reply",19/10/20 00:24,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1126
08-158,15/05/23 19:18:13,https://twitter.com/memaldito/status/1407941863957430275,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@memaldito,maldito,everything happens for a reason,Anonymous,05/21,0,1,,"@JCBauti94850024 @CainMacky @lenirobredo as per info, there's only 23K covid deaths. so where did you get the 31K drug war deaths? hahahaha! from fake news source rappler? on the first year of the drug war, there had been millions of surrenderees. awww, you can do better. you disappoint me. 😂😂😂",,"Text, Reply",24/06/21 06:01,,Emotional,0,1,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1134
08-159,16/05/23 00:26:27,https://twitter.com/Yuffie97500938/status/1310642468640096256,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Yuffie97500938,ジェネビーブ,,Anonymous,04/20,36,48,,@PhilippineStar Bakit yun rappler on going pa din sa FB? Di hamak na puro fake news lahat ng post nila.,,"Text, Reply",28/09/20 18:08,,Emotional,2,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1142
08-160,15/05/23 23:22:50,https://twitter.com/shee928/status/1308534829516898306,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@shee928,Call me SHEE. #SolidDDS😘,"No matter how valuable you are and your ideas, fools will certainly play both of you down, so exclude yourselves from the inflammatory environs of fools. -MBJ",Anonymous,04/16,624,510,,@YeonSeoMindanao @renziz09 @ABSCBNNews Hahahahaha baka nagresearch din ms. Gold pero sa mga panay fake news tulad ng rappler at abiascbend. 😂,,"Text, Reply",22/09/20 22:33,,Emotional,2,1,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1150
08-161,16/05/23 00:26:27,https://twitter.com/alterEvil_trip/status/1307506737939767297,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@alterEvil_trip,🌸cebseb🌸,,Anonymous,01/13,870,282,,"@HNeumannMEP @mariaressa @rapplerdotcom @GreensEFA @HNeumannMEP you know nothing! Come to the Philippines and live here especially in some areas of Mindanao, because getting info from Ressa is such a one-sided act. Maria Ressa and Rappler are the source of fake news!",,"Text, Reply",20/09/20 02:27,,Emotional,3,0,1,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1156
08-162,15/05/23 19:13:25,https://twitter.com/LakasNgTimog/status/1434880281576566791,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@LakasNgTimog,Lakay,𝐐𝐮𝐞𝐬𝐭𝐢𝐨𝐧 𝐄𝐯𝐞𝐫𝐲𝐭𝐡𝐢𝐧𝐠. 𝚅𝚒𝚎𝚠𝚜 𝚊𝚗𝚍 𝚘𝚙𝚒𝚗𝚒𝚘𝚗𝚜 𝚎𝚡𝚌𝚕𝚞𝚜𝚒𝚟𝚎𝚕𝚢 𝚖𝚒𝚗𝚎.,Anonymous,12/17,4550,60492,Republic of the Philippines,"Huy! Matatapos na ang 2021 pero Rappler pa rin ang “news source” mo. 

If you want us to take you seriously, ditch that fake news outlet. Maybe then we’ll engage in an intellectual discourse worthy of our braincells.",,Text,09/06/21 14:04,,Rational,224,0,34,4,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1164
08-163,16/05/23 00:26:27,https://twitter.com/KristianGo3/status/1304290946419322880,08,"Aguilar, Samuel Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@KristianGo3,Kristian Go,..,Anonymous,08/19,33,1,,@rapplerdotcom Rappler nman wag ka masyado obvious kaya kayo nasasabhn ng fake news eh,,"Text, Reply",11/09/20 5:29,,Emotional,3,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1171
08-164,15/05/23 19:11:08,https://twitter.com/janisdeasis/status/1445059297738559494,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@janisdeasis,Dyanis is happy,poet. writer. wide reader. blogger. hiker. earth warrior. traveler. betty boop collector. NSD. JDepp. Boyoo/KYJ. Myday. Eaj/Jae. Stay. Kriesha. Villain.,Identified,12/10,475,508,"Lungsod ng Taguig, Pambansang","Whatta lame tactic to try to drag DU30 down thru him. Inuna na niya thru Pharmally, nag backfire. Ung Rappler na fake news instigator and spreader, umariba ung may convicted libel case. We have seen this before. Iisang modus ng mga gusto talagang mag-pabagsak ng Pinas.",,"Text, Reply",10/04/21 16:12,,Rational,0,1,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1179
08-165,19/04/23 01:38:52,https://twitter.com/Sregieline/status/1302212144121798657,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Sregieline,k,🇵🇭/'98/ 🐨🐹🐱🐿🐥🐯🐰💜,Anonymous,11/15,158,193,"Doha, Qatar",Eh fake news yung Rappler...,,"Text, Quote Tweet",05/09/20 11:49,,Rational,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,1184
